iteration,label,ranks,rank,overall_avg,overall_peak,job_avg,job_peak_rank,section_avg,section_peak,section_job_avg,section_job_peak_rank
0,seq_matvec,1,0,0.417967514,0.417967514,0.417967514,0.417967514,1.063100208,493.447529412,1.063100208,493.447529412
0,seq_matvec,1,0,0.366779240,0.366779240,0.366779240,0.366779240,1.066707223,493.447529412,1.066707223,493.447529412
0,seq_matvec,1,0,0.413394835,0.413394835,0.413394835,0.413394835,1.061472627,524.288000000,1.061472627,524.288000000
0,seq_matvec,1,0,0.415359873,0.415359873,0.415359873,0.415359873,1.092324981,524.288000000,1.092324981,524.288000000
0,seq_matvec,1,0,0.407748408,0.407748408,0.407748408,0.407748408,1.056342228,524.288000000,1.056342228,524.288000000
0,seq_matvec,1,0,0.416308089,0.416308089,0.416308089,0.416308089,1.090569751,524.288000000,1.090569751,524.288000000
0,seq_matvec,1,0,0.419997396,0.419997396,0.419997396,0.419997396,1.081958197,699.050666667,1.081958197,699.050666667
0,seq_matvec,1,0,0.399743055,0.399743055,0.399743055,0.399743055,1.013945453,493.447529412,1.013945453,493.447529412
0,seq_matvec,1,0,0.426272067,0.426272067,0.426272067,0.426272067,1.093441262,493.447529412,1.093441262,493.447529412
0,seq_matvec,1,0,0.423645674,0.423645674,0.423645674,0.423645674,1.083737735,524.288000000,1.083737735,524.288000000
0,seq_matvec,1,0,0.408841408,0.408841408,0.408841408,0.408841408,1.072445143,493.447529412,1.072445143,493.447529412
0,seq_matvec,1,0,0.424352894,0.424352894,0.424352894,0.424352894,1.094766240,524.288000000,1.094766240,524.288000000
0,seq_matvec,1,0,0.422642483,0.422642483,0.422642483,0.422642483,1.082106420,493.447529412,1.082106420,493.447529412
0,seq_matvec,1,0,0.367518423,0.367518423,0.367518423,0.367518423,1.074058989,524.288000000,1.074058989,524.288000000
0,seq_matvec,1,0,0.426077204,0.426077204,0.426077204,0.426077204,1.073341614,493.447529412,1.073341614,493.447529412
0,seq_matvec,1,0,0.417717757,0.417717757,0.417717757,0.417717757,1.098088250,524.288000000,1.098088250,524.288000000
0,seq_matvec,1,0,0.425796051,0.425796051,0.425796051,0.425796051,1.072306135,699.050666667,1.072306135,699.050666667
0,seq_matvec,1,0,0.417884228,0.417884228,0.417884228,0.417884228,1.097064897,524.288000000,1.097064897,524.288000000
0,seq_matvec,1,0,0.417364446,0.417364446,0.417364446,0.417364446,1.075030485,645.277538462,1.075030485,645.277538462
0,seq_matvec,1,0,0.421665226,0.421665226,0.421665226,0.421665226,1.077457795,645.277538462,1.077457795,645.277538462
0,seq_matvec,1,0,0.444948178,0.444948178,0.444948178,0.444948178,1.146339407,524.288000000,1.146339407,524.288000000
0,seq_matvec,1,0,0.421411032,0.421411032,0.421411032,0.421411032,1.096376652,493.447529412,1.096376652,493.447529412
0,seq_matvec,1,0,0.422642483,0.422642483,0.422642483,0.422642483,1.080962446,493.447529412,1.080962446,493.447529412
0,seq_matvec,1,0,0.425170198,0.425170198,0.425170198,0.425170198,1.096521828,493.447529412,1.096521828,493.447529412
0,seq_matvec,1,0,0.423004790,0.423004790,0.423004790,0.423004790,1.085340274,493.447529412,1.085340274,493.447529412
0,seq_matvec,1,0,0.413823097,0.413823097,0.413823097,0.413823097,1.070638104,493.447529412,1.070638104,493.447529412
0,seq_matvec,1,0,0.427532134,0.427532134,0.427532134,0.427532134,1.094027795,524.288000000,1.094027795,524.288000000
0,seq_matvec,1,0,0.419199840,0.419199840,0.419199840,0.419199840,1.071148719,493.447529412,1.071148719,493.447529412
0,seq_matvec,1,0,0.404523702,0.404523702,0.404523702,0.404523702,1.090318007,699.050666667,1.090318007,699.050666667
0,seq_matvec,1,0,0.416576849,0.416576849,0.416576849,0.416576849,1.055722051,493.447529412,1.055722051,493.447529412
0,seq_matvec,1,0,0.409840141,0.409840141,0.409840141,0.409840141,1.094112412,493.447529412,1.094112412,493.447529412
0,seq_matvec,1,0,0.415709797,0.415709797,0.415709797,0.415709797,1.058416495,699.050666667,1.058416495,699.050666667
0,seq_matvec,1,0,0.421686422,0.421686422,0.421686422,0.421686422,1.067008030,493.447529412,1.067008030,493.447529412
0,seq_matvec,1,0,0.421051448,0.421051448,0.421051448,0.421051448,1.078804368,493.447529412,1.078804368,493.447529412
0,seq_matvec,1,0,0.426705733,0.426705733,0.426705733,0.426705733,1.072821360,493.447529412,1.072821360,493.447529412
0,seq_matvec,1,0,0.413292999,0.413292999,0.413292999,0.413292999,1.095026904,493.447529412,1.095026904,493.447529412
0,seq_matvec,1,0,0.422834215,0.422834215,0.422834215,0.422834215,1.086894605,524.288000000,1.086894605,524.288000000
0,seq_matvec,1,0,0.436974944,0.436974944,0.436974944,0.436974944,1.117686615,699.050666667,1.117686615,699.050666667
0,seq_matvec,1,0,0.425428948,0.425428948,0.425428948,0.425428948,1.086643569,493.447529412,1.086643569,493.447529412
0,seq_matvec,1,0,0.438597093,0.438597093,0.438597093,0.438597093,1.128995477,493.447529412,1.128995477,493.447529412
